category	country	country_short	lang	lang_short	name	region	subject	text	type	url
National	United Kingdom	GB	English	en	nature-modpathol	Europe Other	General News	Nature - Modern Pathology	webnews	https://www.nature.com/modpathol/
International	Sweden	SE	Swedish	sv	msn-se	European Union	General News	MSN - Swedish	webnews	https://www.msn.com/se-se/
National	Spain	ES	Spanish	es	gentedigital	European Union	General News	Gente digital	webnews	http://www.gentedigital.es/
National	Tunisia	TN	English	en	ATAP-en	Africa	General News	Tunis Afrique Presse News Agency	webnews	http://www.tap.info.tn/en/
National	Malta	MT	English	en	maltabusinessweekly	European Union	General News	Malta Business Weekly	webnews	https://maltabusinessweekly.com/
National	Slovenia	SI	Slovenian	sl	avtomobilizem	European Union	General News	Avtomobilizem	webnews	https://www.avtomobilizem.com/
National	France	FR	French	fr	tahiti-pacifique	European Union	General News	Tahiti Pacifique	webnews	http://www.tahiti-pacifique.com/
National	United Kingdom	GB	English	en	tamworthherald	Europe Other	General News	Tamworth Herald	webnews	http://www.tamworthherald.co.uk/
National	Austria	AT	German	de	noen	European Union	General News	NÖN - Niederösterreichische Nachrichten	webnews	https://www.noen.at/
National	Lithuania	LT	Polish	pl	kurierwilenski	European Union	General News	kurierwilenski	webnews	http://kurierwilenski.lt/
National	United Kingdom	GB	English	en	surreymirror	Europe Other	General News	Surrey Mirror	webnews	http://www.surreymirror.co.uk/
National	Ukraine	UA	Russian	ru	ukranews2-ru	Europe Other	General News	Ukrainian news - Russian	webnews	https://ukranews.com/
National	Croatia	HR	English	en	hic-en	European Union	General News	HIC - English	webnews	http://www.hic.hr/english/
National	Morocco	MA	French	fr	telquel	Africa	General News	telquel	webnews	https://telquel.ma/
National	Italy	IT	Italian	it	businessonline	European Union	General News	Business On Line	webnews	http://www.businessonline.it/
National	Costa Rica	CR	Spanish	es	larepublica-cr	Central America	General News	La Republica - Costa Rica	webnews	https://www.larepublica.net/app/cms/www/index.php
National	Turkey	TR	English	en	yenisafak-en	EU Candidate	General News	Yeni Safak	webnews	http://www.yenisafak.com/en/
National	Slovakia	SK	English	en	spectator	European Union	General News	The Slovak Spectator	webnews	https://spectator.sme.sk/
National	Brazil	BR	Portuguese	pt	cearaagora	South America	General News	Ceará Agora	webnews	http://www.cearaagora.com.br/site/
National	USA	US	English	en	refugeesinternational	North America	General News	migration NGO - Refugees International	webnews	https://www.refugeesinternational.org/
National	Germany	DE	German	de	nachdenkseiten	European Union	General News	NachDenkSeiten	webnews	https://www.nachdenkseiten.de/
Local	Italy	IT	Italian	it	energiaoltre	European Union	General News	energiaoltre	webnews	https://energiaoltre.it
International	Malawi	MW	English	en	maravipost	Africa	General News	Maravi Post	webnews	https://www.maravipost.com/
Regional	Spain	ES	Spanish	es	elnortedecastilla	European Union	General News	El Norte de Castilla	webnews	https://www.elnortedecastilla.es/
National	Iraq	IQ	Arabic	ar	akhbaar	Middle East	General News	akhbaar	webnews	http://www.akhbaar.org
National	Azerbaijan	AZ	Russian	ru	haqqin	Asia	General News	Haqqin	webnews	https://haqqin.az/
National	France	FR	French	fr	lemainelibre	European Union	General News	lemainelibre - redirect	webnews	https://www.ouest-france.fr/le-maine-libre/
National	Italy	IT	Italian	it	ilsalvagente	European Union	General News	il Salvagente	webnews	https://ilsalvagente.it/
National	Turkey	TR	Turkish	tr	haber50	EU Candidate	General News	Haber 50	webnews	http://www.haber50.com/
Regional	Netherlands	NL	Dutch	nl	dekrantvanmiddendrenthe	European Union	General News	Dekrantvan middendrenthe	webnews	https://dekrantvanmiddendrenthe.nl/
International	France	FR	French	fr	urbact-eu	European Union	General News	actualite-co	webnews	https://urbact.eu/
National	Republic Congo	CG	French	fr	congopage	Africa	General News	Congopage	webnews	http://www.congopage.com/
National	Russia	RU	Russian	ru	lawmix	Asia	General News	lawmix	webnews	https://www.lawmix.ru
National	Italy	IT	Italian	it	settegiorni	European Union	General News	Settegiorni	webnews	http://settegiorni.it/
National	USA	US	English	en	nutritioninsight	North America	General News	nutritioninsight	webnews	http://www.nutritioninsight.com/
Regional	Netherlands	NL	Dutch	nl	112noordholland	European Union	General News	112 noordholland	webnews	http://www.112noordholland.nl/
Regional	Germany	DE	German	de	dk-online	European Union	General News	Neue Osnabrücker Zeitung	webnews	https://www.noz.de/
National	Sweden	SE	Swedish	sv	dagens_ps	European Union	General News	Dagens PS	webnews	http://www.dagensps.se/
National	United Kingdom	GB	English	en	intelligenttransport	Europe Other	General News	Intelligent Transport	webnews	https://www.intelligenttransport.com/
National	Cambodia	KH	Central Khmer	km	cen.com	Asia	General News	Internet news media	webnews	http://www.cen.com.kh/
National	Croatia	HR	Croatian	hr	rtl-hr	European Union	General News	RTL	webnews	http://www.rtl.hr/
International	Argentina	AR	Spanish	es	cronica	South America	General News	Cronica	webnews	https://www.cronica.com.ar/
National	Japan	JP	Japanese	ja	nistep	Asia	General News	Nistep	webnews	http://www.nistep.go.jp/
International	Netherlands	NL	Dutch	nl	msn-nl	European Union	General News	MSN - Netherlands	webnews	https://www.msn.com/nl-nl/nieuws
National	Thailand	TH	English	en	pattayablatt	Asia	General News	Pattaya Blatt	webnews	http://www.pattayablatt.com/
National	Cameroon	CM	English	en	cameroononline	Africa	General News	CameroonOnline	webnews	http://www.cameroononline.org/
National	USA	US	English	en	noaa	North America	General News	NOAA	webnews	https://www.noaa.gov/
International	Italy	IT	Italian	it	canaleenergia	European Union	General News	Home - Canale Energia	webnews	https://www.canaleenergia.com/
International	Italy	IT	Chinese	zh	fao-zh	European Union	General News	Food and Agriculture Organization of the United Nations (Chinese)	webnews	http://www.fao.org/home/zh/
National	Netherlands	NL	Dutch	nl	groene	European Union	General News	Groene	webnews	http://www.groene.nl
National	Romania	RO	English	en	romania-insider	European Union	General News	Romania Insider	webnews	https://www.romania-insider.com/category/daily-news/
National	Croatia	HR	Croatian	hr	novossti	European Union	General News	portalnovosti	webnews	https://www.portalnovosti.com/
National	Denmark	DK	Danish	da	information	European Union	General News	Information	webnews	http://www.information.dk/
National	South Africa	ZA	English	en	africa	Africa	General News	Africa.com	webnews	https://www.africa.com/
National	Sweden	SE	Swedish	sv	IOGT-NTO	European Union	General News	IOGT-NTO	webnews	https://iogt.se/
National	Portugal	PT	English	en	sef-en	European Union	General News	SEF - The Serviço de Estrangeiros e Fronteiras (English)	webnews	https://www.sef.pt/en/Pages/homepage.aspx
International	Oman	OM	English	en	timesofoman	Middle East	General News	Times Of Oman	webnews	http://www.timesofoman.com/
National	Bulgaria	BG	Bulgarian	bg	ardino	European Union	General News	ardino	webnews	http://www.ardino.bg/
National	Netherlands	NL	English	en	tudelft	European Union	General News	TU Delft	webnews	https://www.tudelft.nl/en/
International	Belgium	BE	French	fr	adesteplus-eu	European Union	General News	Adeste Plus	webnews	https://www.adesteplus.eu/
National	Russia	RU	Russian	ru	mideast	Asia	General News	me-journal	webnews	http://me-journal.ru/
National	Germany	DE	German	de	mainpost	European Union	General News	MAIN-POST	webnews	http://www.mainpost.de/
National	Belarus	BY	Russian	ru	gazetaby	Europe Other	General News	Gazetaby	webnews	https://gazetaby.com/
National	United Kingdom	GB	English	en	worldfishing	Europe Other	General News	World Fishing - The Magazine for Fishing	webnews	http://www.worldfishing.net/
National	Ecuador	EC	Spanish	es	consejodiscapacidades	South America	General News	Consejo Nacional para la Igualdad de Discapacidades	webnews	https://www.consejodiscapacidades.gob.ec/
International	France	FR	Spanish	es	espanol-rfi-fr	European Union	General News	Radio France International (French)	webnews	http://www.espanol.rfi.fr/
International	United Kingdom	GB	English	en	bdonline	Europe Other	General News	bd online	webnews	https://www.bdonline.co.uk/
National	Italy	IT	Italian	it	comedonchisciotte	European Union	General News	Come Don Chisciotte	webnews	https://comedonchisciotte.org/
National	Congo, The Democratic Republic of the	CD	French	fr	deskeco	Africa	General News	Deskeco	webnews	https://deskeco.com/
National	Hungary	HU	Hungarian	hu	elte	European Union	General News	Eötvös Loránd Tudományegyetem	webnews	https://www.elte.hu/
National	Russia	RU	Russian	ru	profile	Asia	General News	Profile	webnews	http://www.profile.ru/
National	Germany	DE	English	en	etipbioenergy	European Union	General News	ETIP Bioenergy	webnews	http://www.etipbioenergy.eu/
National	France	FR	English	en	eatip	European Union	General News	EATIP - European Aquaculture Technology and Innovation Platform	webnews	http://eatip.eu/
National	Sweden	SE	Swedish	sv	liberalerna	European Union	General News	Liberalerna	webnews	https://www.liberalerna.se/
International	USA	US	English	en	un-org-newscentre-en	North America	General News	United Nations Population Division	webnews	https://www.un.org/en/development/desa/population/index.asp
National	USA	US	English	en	betterdiamondinitiative	North America	General News	Better Diamond Initiative	webnews	http://betterdiamondinitiative.org/
National	Monaco	MC	French	fr	monacohebdo	Europe Other	General News	Monaco Hebdo	webnews	http://www.monacohebdo.mc/
National	Italy	IT	Italian	it	segnidalcielo	European Union	General News	Segni dal Cielo	webnews	http://www.segnidalcielo.it/
International	France	FR	English	en	inria	European Union	General News	inria - Inventors for the digital world	webnews	https://www.inria.fr/en
National	USA	US	English	en	seekingalpha	North America	General News	seekingalpha	webnews	http://seekingalpha.com
National	Mexico	MX	Spanish	es	zocalo	North America	General News	Zocalo	webnews	http://www.zocalo.com.mx/
National	Bulgaria	BG	Bulgarian	bg	front	European Union	General News	front	webnews	https://front.bg/
National	United Kingdom	GB	English	en	peterboroughtoday	Europe Other	General News	Peterborough Telegraph	webnews	https://www.peterboroughtoday.co.uk/news
Local	Italy	IT	Italian	it	lescienze	European Union	General News	Le Scienze	webnews	http://www.lescienze.it/
National	Armenia	AM	English	en	panarmenian-en	Asia	General News	PanARMENIAN (english)	webnews	http://www.panarmenian.net/eng/
National	USA	US	English	en	splcenter	North America	General News	splcenter	webnews	https://www.splcenter.org/
International	Italy	IT	Italian	it	msn-it	European Union	General News	MSN - Italy	TVRadio	https://www.msn.com/it-it/notizie
National	Moldova	MD	Romanian	ro	border	Europe Other	General News	Serviciul Grăniceri al Republicii Moldova	webnews	http://www.border.gov.md/index.php/ro/
National	USA	US	English	en	hiawathaworldonline	North America	General News	Hiawatha world	webnews	http://www.hiawathaworldonline.com/
National	United Kingdom	GB	English	en	clactonandfrintongazette	Europe Other	General News	Clacton and Frinton Gazette	webnews	http://www.clactonandfrintongazette.co.uk/
National	USA	US	English	en	dailycaller	North America	General News	The Daily Caller	webnews	http://dailycaller.com/
International	Turkey	TR	English	en	tubitak	EU Candidate	General News	Tubitak	webnews	http://www.tubitak.gov.tr/en
National	China	CN	Chinese	zh	nownews	Asia	General News	NOWnews	webnews	https://www.nownews.com/
National	Bulgaria	BG	Bulgarian	bg	blagoevgrad24	European Union	General News	Blagoevgrad24	webnews	http://blagoevgrad24.bg/
National	Singapore	SG	Tamil	ta	tamilmurasuasia1com	Asia	General News	Tamil Murasu	webnews	http://tamilmurasu.com.sg/
National	Bolivia	BO	Spanish	es	eldia-BO	South America	General News	El Día - Bolivia	webnews	http://www.eldia.com.bo/
International	Italy	IT	Italian	it	mondoitaliano	European Union	General News	Mondo italiano (webnews of Italians abroad)	webnews	https://www.mondoitaliano.net/
National	Bulgaria	BG	Bulgarian	bg	plovdivnews	European Union	General News	plovdivnews	webnews	http://plovdivnews.net/
National	Greece	GR	Modern Greek (1453-)	el	dikaiologitika	European Union	General News	Dikaiologitika	webnews	https://www.dikaiologitika.gr/
National	Sweden	SE	Swedish	sv	smhi	European Union	General News	SMHI	webnews	http://www.smhi.se/#ws=wpt-a,proxy=wpt-a,geonameid=2673730
International	Greece	GR	Modern Greek (1453-)	el	msn-gr	European Union	General News	MSN - Greece	webnews	https://www.msn.com/el-gr/news
National	Argentina	AR	Spanish	es	eldia-AR	South America	General News	Diario El Día	webnews	http://www.eldia.com.ar/
National	Japan	JP	Japanese	ja	ryukyushimpo	Asia	General News	ryukyushimpo	webnews	http://ryukyushimpo.jp/
National	Finland	FI	Finnish	fi	poliisi	European Union	General News	Poliisi	webnews	https://www.poliisi.fi/
National	Armenia	AM	English	en	a1plus	Asia	General News	a1plus - daily news from Armenia	webnews	http://en.a1plus.am/
National	Argentina	AR	English	en	lanoticia1	South America	General News	LaNoticia1	webnews	http://www.lanoticia1.com/
National	USA	US	English	en	seafoodsource	North America	General News	Seafood Source	webnews	https://www.seafoodsource.com/
National	United Kingdom	GB	English	en	bathchronicle	Europe Other	General News	bathchronicle	webnews	http://www.bathchronicle.co.uk/
International	Portugal	PT	Portuguese	pt	regiao-sul	European Union	General News	Regiao Sul	webnews	https://regiao-sul.pt/
National	Greece	GR	Modern Greek (1453-)	el	elot	European Union	General News	National Quality Infrastructure System	webnews	http://www.elot.gr/
Local	Italy	IT	Italian	it	cronacheancona	European Union	General News	Cronache Ancona	webnews	https://www.cronacheancona.it/
International	France	FR	French	fr	msn-fr	European Union	General News	MSN - France	TVRadio	https://www.msn.com/fr-fr/actualite
National	Chile	CL	Spanish	es	elrancaguino	South America	General News	El Rancagüino	webnews	http://elrancaguino.cl/
National	Algeria	DZ	Arabic	ar	ENTV	Africa	General News	Télévision Algérienne (Arabic)	webnews	http://www.entv.dz/
National	Mexico	MX	Spanish	es	diarioelmercurio	North America	General News	El Mercurio	webnews	http://www.elmercurio.com.mx/home
Local	Italy	IT	Italian	it	ilikepuglia	European Union	General News	ilikepuglia	webnews	http://www.ilikepuglia.it
National	Bosnia	BA	English	en	sarajevotimes	Europe Other	General News	sarajevotimes	webnews	http://www.sarajevotimes.com/
